Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
21.71,2.55,1.16,17.91,6.69,7.63,0.77,7.8,6.07,146.59,9.33,197.35
14.67,1.71,2.91,19.41,4.41,4.64,1.84,4.95,3.21,172.44,6.78,193.07
2.29,2.1,2.94,10.73,5.36,3.08,9.06,9.91,4.28,181.03,8.61,177.51
17.21,3.56,9.76,4.21,9.46,9.17,9.31,6.54,3.91,137.87,6.15,179.74
16.38,0.95,5.87,11.06,5.62,0.43,2.07,3.41,6.3,168.61,3.87,186.19
7.11,3.13,1.57,2.28,9.34,8.27,8.55,4.65,7.99,8.98,5.44,78.65
21.81,1.42,2.58,18.94,8.14,2.58,7.4,9.97,7.88,152.61,5.74,187.08
47.5,3.19,0,11.66,5.88,6.94,8.89,6.13,9.61,98.96,9.06,181.92
18.27,2.48,5.6,4.31,0.33,5.38,0.48,1.81,2.34,58.88,5.06,91.57
49.43,2.17,8.91,17.97,8.67,7.17,1.03,7.16,0.07,43.65,2.49,123.74
45.59,1.12,6.13,2.26,4.57,4.71,2.88,9.62,2.02,6.47,5.68,91.05
29.76,4.78,2.49,2.75,4.26,2.18,1.47,4.32,2.39,21.39,0.74,59.03
25.42,2.64,0.23,1.59,5.09,2.06,1.57,2.88,5.45,81.85,3.29,104.65
45.2,0.4,4.17,16.1,7.87,9.43,2,9.43,6.48,172.22,6.82,179.85
11.87,0.52,1.46,0.28,4.18,2.08,2.99,4.13,3.02,131.37,9.77,115.51
33.25,1.92,3.15,4.78,6.93,1.01,6.75,3.88,7.34,155.16,5.39,183.09
8.33,3.6,5.56,2.16,2.79,9.72,8.73,8.53,2.47,192.35,8.44,180.83
37.36,2.3,8.6,3.1,5.34,0.94,1.99,7.79,0.56,119.24,5.29,138.15
24.22,1.92,4.67,12.86,3.35,7.51,6.55,3.75,3.07,2.22,1.13,96.34
5.29,4.56,1.77,14.79,7.45,9.76,5.92,9.32,4.87,151.78,2.12,201.26
43.05,0.86,5.24,3.07,8.76,5.57,3.1,2.97,6.01,8.17,5.69,83.67
41.17,0.58,9.05,8.95,8.73,1.83,6.68,2.35,1.71,135.64,8.67,171.21
47.66,3.96,7.48,5.67,9.09,5.27,7.26,3.41,1.07,145.57,3.23,199.97
11.84,3.81,5.99,17.58,9.01,3.7,5.2,9.22,9.52,38.48,8.75,142.41
0.97,1,3.28,0.7,8.26,4.06,6.92,8,6.59,8.29,5.22,80.48
23.82,3.08,0.71,8.75,6.69,4.48,5.17,1.4,4.73,67.93,5.29,129.61
21.37,4.95,3.56,14.86,5.66,7.31,3.95,2.57,6.78,6.36,4.23,89.51
35.88,0.39,5.65,15.91,5.27,2.39,6.51,0,3.26,148.36,4.99,170.16
43.65,4.81,3.48,15.5,7.85,3.59,4.17,4.43,0.34,5.92,2.22,93.33
9.25,1.04,1.37,13.17,7.57,4.8,1.59,6.63,8.86,15.92,5.65,68.08
15.1,0.47,8.64,5.88,0.29,2.99,7.73,1.84,8.04,148.23,2.47,148.47
2.49,3.28,1.93,12.79,7.61,5.53,4.24,2.22,4.76,15.23,6.28,59.73
39.23,3.04,6.98,14.55,7.24,1.8,1.52,0.95,5.68,35.62,6.15,118.89
7.35,0.92,1.26,15.56,5.07,4.55,5.73,2.35,4.74,81.44,4.38,97.53
49.52,3.34,9.13,1.19,8.32,9.41,8.11,1.8,7.09,168.25,0.54,193.2
20.84,2.61,6.04,14.64,6.95,9.79,0.68,1.3,2.27,146.18,7.95,156.74
24.07,3.83,2.16,5.61,3.69,4.09,3.68,9.57,0.51,142.82,2.01,164.6
47.28,0.02,0.42,12.65,0.05,5.54,3.31,1.4,3.35,48.61,5.61,98.27
1.88,0.52,7.07,15.26,8.71,3.01,1.87,3.34,5.39,160.98,1.28,153.68
48.8,4.52,1.64,9.19,8.6,3.61,2.76,8.26,1.13,85.64,5.48,144.64
34.41,4.51,6.67,10.86,2.22,9.25,9.19,2.22,1.56,45.41,1.81,115.59
23.12,1.7,1.72,17.9,6,2.4,5.92,9.96,1.83,27.76,6.42,107.04
28.2,4.21,6.05,15.41,0.2,0.69,0.6,3.66,3.08,171.01,7.42,172.5
45.38,2.1,4.56,10.27,0.93,8.71,0.51,6.7,3.29,182.27,1.39,203.81
27.13,3.35,7.64,12.17,3.45,1.78,8.4,4.55,8.7,165.63,9.7,184.14
2.61,3.53,8.44,13.31,3.71,3.63,2.61,4.97,9.53,76.58,4.16,101.32
39.51,1.22,8.98,17.97,4.41,8.88,3.81,9.97,3.57,164.34,5.87,221.24
3.07,1.83,5.61,18.08,9.25,9.79,8.38,0.96,2.92,82.42,1.2,118.91
8.77,1.27,4.84,18.48,4.88,3.25,4.1,1.48,6.83,16.52,5.46,74.91
37.25,3.72,4.54,19.12,2.8,3.07,6.17,8.07,5.91,197.87,6.11,227.91
36.93,1.95,7.29,12.48,4.99,4.54,4.19,0.04,8.47,3.1,3.73,95.79
23.31,1.63,0.15,10.65,5.52,0.32,5.46,1.84,9.92,171.96,0.13,166.13
45.4,2.49,6.05,18.24,2.8,1.54,2.64,9.51,2.44,131.9,3.35,189.91
9.36,3.9,1.47,3.33,2.85,7.61,3.92,8.85,8.95,175.87,6.24,176.47
31,0.03,1.99,2.58,0.82,3.5,2.67,7.1,2.29,49.35,0.57,69.79
29.52,3.63,2.32,2.89,3.7,8.61,6.3,7.38,3.94,124.81,7.05,166.62
40.94,1.53,7.89,0.57,3.74,4.99,9.6,8.34,9.29,43.25,1.2,128.02
38.08,0.53,3.47,2.6,5.1,6.68,6.08,2.43,4.27,132.28,3.02,159.17
45.95,4.92,9.68,9.91,9.13,7.79,3.83,2.22,0.93,21.01,1.03,112.89
7.58,3.57,0.51,2.56,7.52,9.84,1.49,3.85,9.98,124.94,3.11,147.97
22.8,4.47,8.3,5.39,6.5,2.25,5.72,0.01,6.1,1.11,8.21,67.81
12.17,0.63,7.42,5.86,3.1,3.81,3.69,8.26,1.78,113.13,0.72,122.06
26.94,1,1.62,18.59,7.44,6.09,7.78,9.1,7.43,177.46,9.15,222.75
46.6,4.99,5.43,13.57,1.59,8.42,2.56,6.03,1.09,42.91,0.69,124.57
0.97,4.61,0.03,18.62,8.34,9.02,7.74,3.45,1.64,192.22,9.4,193.17
8.31,4.26,5.66,1.08,4.24,5.01,0.24,6.72,1.79,48.91,2.65,79.98
7.26,0.45,9.98,9.37,8.36,1.39,1.45,0.38,0.63,85.26,5.82,96.01
20.31,0.57,1.25,1.49,6.73,5.33,2.54,3.93,6.68,23.93,3.5,71.97
25.47,3.75,6.74,7.66,7.27,1.53,3.51,5.41,3.11,30.88,5.26,98.99
45.33,2.35,8.74,16.43,6.12,6.21,0.24,1.17,2.74,130.31,3.19,162.47
16.81,0.44,2.66,0.1,6.29,0.86,0.33,1.99,7.39,132.08,8.61,119.29
23.37,1.49,1.45,8.9,5.72,4.16,2.85,7.86,1.03,37.95,5.53,91.49
3.94,3.79,4.98,11.49,0.39,2.51,5.8,4.38,4.52,98.25,2.44,113.83
2.92,2.91,0.47,3.49,1.36,6.96,9.98,4.43,4.49,89.1,4.46,124.02
31.03,2.41,9.53,14.38,6.46,1.55,5.95,6.42,3.94,188.18,2.18,208.15
33.48,2.12,3.43,13.68,1.99,2.22,0.4,6.78,0.48,8,8.11,94.25
6.19,0.4,0.11,0.82,9.77,8.02,2.6,7.68,6.24,193.62,4.91,180.46
37.01,3.84,6.08,4.95,6.68,3.27,6.99,3.99,0.14,173.66,5.85,186.31
13.43,2.76,2.53,18.44,8.5,1.93,1.72,0.71,5.31,35.18,8.07,100.54
14.88,1.99,9.81,4.1,5.8,8.36,6.42,6.57,3.61,80.03,8.16,130.24
4.34,2.71,2.13,18.78,3.49,3.85,2.12,5.2,1.46,10.89,4.78,61.34
11.37,0.83,6.83,4.8,5.08,9.87,8.93,2.32,4.28,35.98,1.91,90.96
0.94,3.22,8.44,15,8.48,6.05,4.25,3.71,9.87,177.45,8.48,184.04
31.1,2.27,7.91,10.95,7.95,6.28,4.11,1.26,7.31,39.83,6.05,112.44
4.22,0.84,6.12,13.98,8.04,0.33,3.97,3.12,5.17,196.35,2.97,175.81
15.75,1.26,8.93,8.18,1.46,9.22,1.75,2.75,5.6,142.21,2.04,159.37
32.07,2.68,3.38,16.13,5.59,2,9.52,1.38,2.68,180.05,0.67,200.76
17.37,2.39,6.84,11.99,9.83,0.41,5.25,6.77,7.59,109.55,9.29,159.02
23.79,0.96,0.79,19.87,5.89,1.88,3.96,5.15,3.3,96.96,1.71,128.06
8.35,2.39,5.59,8.03,0.09,8.8,4.63,1.64,3.48,110.94,0.58,105.34
49.96,0.09,6.9,10.24,0.1,1.27,6.2,9.48,5.67,84.75,7.87,157.5
47.42,1.11,7.12,13.4,4.14,1.52,4.49,5.24,2.14,24.89,5.96,112.18
3.27,3.02,0.09,3.26,7.88,9.56,9.77,3.69,8.13,157.96,8.34,148.11
27.39,3.94,9.26,18.27,1.52,1.98,1.84,9.33,7.84,89.94,3.63,146.02
26.71,4.78,0.97,11.89,1.72,8.23,0.17,9.37,4.27,154.19,1.2,167.7
2.28,2.41,8.32,8.61,3.09,4.64,2.84,7.84,4.11,110.79,2.29,114.58
36.5,3.36,6.78,13.09,9.38,8.89,9.57,4.97,9.39,116.35,0.62,166.2
41.33,4.54,7.71,18.79,7.39,8.83,6.82,9.7,8.93,117.3,2.53,201.55
36.86,1.64,5.72,2.98,9.95,3.31,4.51,9.28,5.85,145.04,3.8,153.11
34.8,2.91,7.58,8.74,8.39,5.88,0.67,3.64,9.1,166.93,8.19,188.76
43.47,4.32,4.98,18.79,4.66,5.7,7.92,8.08,8.76,150.2,6.8,231.13
22.95,1.55,6.91,2.47,5.65,5.51,5.68,5.33,3.81,120.1,0.77,139.17
33.78,2.31,4.39,15.42,4.84,9.32,1.65,6.44,6.12,23.26,0.46,100.76
34.18,0.63,4.33,11.92,9.39,0.78,9.67,6.3,2.6,57.73,1.27,132.88
36.22,3,7.99,4.27,0.38,3.26,8.95,5.74,6.93,10.51,0.37,97.62
39.79,4.47,7.56,1.33,8.38,3.73,9.82,9.1,0.93,176.97,8.32,217.23
20.61,2.44,7.83,4.4,9.49,8.15,3.75,8.26,3.91,57.02,0.11,109.53
10.06,0.65,4.71,10.21,3.73,3.84,2.69,6.36,8.67,173.46,1.4,155.47
32.74,3.28,3.78,6.56,8.08,8.91,3.6,8.75,4.64,163.35,7.02,173.83
49.28,1.18,9.05,9.22,2.91,0.96,5.78,3.48,1.3,60.98,7.24,132.18
0.02,0.83,3.25,18.64,8.66,9.86,6.67,0.17,3.68,41.51,0.1,85.86
4.09,3.9,6.13,17.56,4.63,4.04,0.52,3.87,2.64,159.97,8.65,165.74
31.71,1.67,9.87,10.98,5.7,0.89,9.14,2.3,7.22,84.67,4.65,135.93
34.63,4.91,8.3,8.96,5.24,0.49,1.66,1.4,7.71,98.58,6.17,151.19
0.79,4.03,4.34,6.11,8.8,7.85,0.83,3.19,9.95,109.86,2.19,121.49
4.27,3.68,8.66,4.65,4.21,9.02,8.69,8.46,3.81,166.66,3.76,183.02
46.37,0.55,9.04,2.72,3.53,9.19,8.43,6.36,3.74,166.41,9.5,207.73
35.07,3.68,7.19,9.29,2.19,1.45,2.96,5.38,8.67,59.6,7.26,114.5
32.47,1.21,8.02,14.28,3.29,2.92,7.62,1.37,2.31,29.88,6.45,92.82
4.17,3.09,6.83,11.33,7.71,9.17,9.72,4.51,1.56,70.75,4.49,100.86
17,1.12,7.48,19.37,1.04,9.84,8.99,7.97,6.09,198.24,4.32,213.9
26.67,2.51,2.74,9.87,8.09,9.34,3.67,6.29,0.24,96.02,9.63,141.55
19.59,3.95,6.68,13.08,3.13,1.85,6.73,5.35,2.4,132.34,8.9,163.79
25.86,1.16,4,11.19,2.86,8.66,5.53,2.35,5.6,63.1,3.62,112.05
14.65,2.55,9.21,14.03,1.95,7.15,3.65,8.14,5.87,81.26,7.65,131.62
15.3,3.3,3.2,12.33,9.13,0.26,1.43,5.43,3.07,28.31,1.46,84.15
10.49,0.63,3.93,8.16,9.53,9.42,3.2,2.95,9.25,74.8,2.46,121.61
41.74,0.12,4.89,9.31,0.62,4.64,1.25,4.65,2.84,129.85,5.79,153.86
12.25,0.06,6,3.95,8.29,9.5,8.47,2.59,5.5,162.77,7.05,170.44
36.39,3.2,0.38,4.17,0.31,8.18,4.23,0.45,7.95,90.4,8.65,141.27
17.21,1.25,9.35,0.49,2.34,8.92,1.7,5.75,4.07,169.37,5.63,157.47
23.43,3.57,0.81,10.54,5.61,8.18,1.71,4.48,4.75,111.89,0,136.79
8.55,0.26,8.31,17.14,3.95,8.36,0.12,3.26,1.55,151.75,4.68,148.31
31.51,3.5,4.06,3.64,9.01,0.8,5.83,8.77,5.69,17.77,5.73,87.71
21.26,0.95,3.74,3.72,2.45,7.95,9.03,7.76,7.23,93.91,8.22,126.21
30.42,2.95,6.88,6.99,7.4,5.82,3.5,4.14,7.68,16.13,1.65,98.3
46.74,1.44,0.94,5.9,4.04,8.44,8.27,6.09,5.69,56.91,0.56,132.93
35.28,1.86,0.58,10,1.62,5.21,3.33,2.96,9.91,127.08,1.01,160.87
1.24,3.7,5.74,6.18,9.26,1.01,7.55,1.95,7.15,62.58,0.6,93.76
6.61,0.04,8.87,18.53,4.55,0.67,5.02,1.23,0.18,44.51,7.95,88.42
22.08,2.03,8.09,2.48,2.18,4.96,4.2,0.15,6.86,155.21,9.46,158.61
1.56,3.05,4.17,13.63,9.6,6.81,4.8,5.94,4.12,13.96,8.35,84.73
10.38,3.81,2.24,16.53,9.96,7.06,9.03,3.76,1.76,73.9,7.95,122.18
43.25,4.4,2.45,12.01,3.57,5.77,7.95,5.15,5.15,119.49,6.43,167.87
43.19,2.69,4.5,5.1,7.97,7.87,3.03,0.65,4.19,12.42,7.92,91.62
11.29,0.94,0.32,9.97,3.47,8.26,3.69,8.47,1.92,161.39,6.94,185.02
20.75,2.83,3.14,16.81,0.93,9.71,5.82,9.29,9.96,77.4,4.59,132.22
8.49,3.84,9.52,17.89,9.94,7.32,2.03,7.64,8.8,127.24,9.87,192.66
19.39,4.94,3.14,4.41,9.91,7.28,3.18,1.8,4.53,59.85,6.21,106.34
33.19,3.81,9.71,12.54,8.41,1.66,2.02,4.99,7.11,138.06,0.98,178.6
39.94,0.76,1.06,18.4,2.62,8.02,7.15,5.42,0.22,131.18,2.18,163.43
23.61,0.11,5.78,15.64,7.84,2.62,3.63,5.67,7.18,84.61,7.2,133.41
45.11,4.56,4.08,1.93,3.41,4,3.22,4.59,4.12,74.76,5.95,119.87
28.17,2.96,7.73,9.67,5.07,4.53,6.92,5,6.74,53.3,9.06,122.32
29.41,4.27,6.06,16.35,4.24,5.47,3.02,5.18,1.11,195.61,6.03,196.4
11.47,0.74,1.02,10.28,9.61,2.18,3.77,4.23,0.54,25.59,1.07,52.26
36.89,2.56,2.74,19.86,8.47,6.8,3.8,8.99,6.22,57.09,6.58,136.02
49.7,3.72,1.91,6.38,1.86,1.11,6.68,2.17,5.39,83.16,7.59,121.06
11.65,3.72,2.98,10.78,6.78,9.12,7.59,3.36,6.37,109.09,2.43,145.94
13.21,3.56,9.78,4.95,2.82,8.23,8.05,5.95,2.01,45.64,5.36,91.56
26.68,0.25,4.01,14.09,1.66,4.11,7.15,8.03,2.58,95.15,9.18,155.1
37.75,2.67,7.48,3.62,8.98,1.36,6.49,3.49,0.18,140.09,8.18,166.79
40.92,2.08,2.02,7.55,9.25,1.83,5.66,3.13,0.48,169.45,6.65,177.76
37.5,3.36,5.43,4.41,7.88,4.69,3.47,6.35,0.9,124.1,1.57,130.37
0.77,1.59,2.31,2.59,9.19,1.33,2.08,7.74,5.65,28.21,9.1,64.87
34.64,1.14,5.45,16.49,6.02,7.06,1.93,0.54,5.03,175.39,6.75,191.9
11.86,1.52,3.15,16.1,8.36,1.05,6.78,3.43,8.16,2.01,0.65,59.8
39.24,1.83,0.42,17.77,4.24,6.91,0.13,1.47,8.57,133.61,4.68,180.28
7.01,4.05,1.89,16.46,6.47,0.01,7.57,1.13,3.42,4.62,4.2,71.36
43.49,3.73,3.9,19.51,9.03,7.26,0.56,1.31,0.65,166.97,4.24,191.66
19.46,4.67,1.48,4.26,3.84,0.3,8.21,1.54,5.11,113.94,6.83,134.06
30.97,4.24,0.69,5.27,5.48,8.26,2.83,7.32,5.86,87.41,8.85,133.43
20.48,0.74,8.22,4.14,7.34,0.58,4.54,6.51,9.14,162.7,6.18,170.9
28.26,3.47,8.77,12.6,5.6,2.02,0.73,7.12,7.32,130.1,7.49,161.67
13.69,0.06,1.53,10.65,7.58,0.27,9.29,7.38,6.09,74.12,9.54,118.13
12.21,0.57,8.05,4.47,1.61,3.56,5.24,5.27,9.07,149.57,4.31,152.03
38.39,4.94,9.76,8.23,7.49,3.05,0.36,5.26,2.03,70.8,0.66,127.25
13.28,3.51,6.56,4.71,2.15,1.27,4.46,4.36,1.08,100.46,2.1,99.54
28.94,2.65,2.88,17.74,3.23,8.65,7.24,3.61,0.69,59.11,5.18,129.94
7.88,0.13,3.6,11.02,1.22,7.89,3.92,0.34,7.02,172.95,1.42,155.35
26.31,3.72,8.77,9.59,8.44,6.92,6.82,1.22,5.58,37.94,0.1,107.03
30,1.48,8.41,1.97,8.03,0.7,0.53,9.21,2.53,38.93,8.13,90.5
22.79,3.71,8.44,12.63,2.23,7.47,3.39,8.28,1.08,35.43,4.9,100.33
8.69,3.21,1.76,11.13,7.16,2.5,7.46,8.32,5.89,47.88,6.22,109.25
5.8,0.22,3.36,14.22,5.11,1.79,8.15,5.28,1.6,112.1,2.99,117.1
10.04,4.81,6.84,9.5,8.71,2.32,9.74,2.28,2.97,122.61,1.05,149.63
10.41,4.14,5.62,3.06,1.47,1.2,5.74,3.23,9.71,189.06,8.64,175.97
49.54,1.57,1.47,19.41,5.68,9.37,1.48,1.56,3.69,133.33,3.1,178.22
1.82,4.85,2.91,0.35,8.89,6.96,2.15,6.74,5.52,150.9,6.66,155.64
11.77,0.3,6.12,13.44,5.43,4.45,8.64,4.57,0.03,153.26,9.42,154.94
26.13,3.62,2.81,3.33,2.12,5.46,8.88,4.11,6.85,109.49,9.23,159.29
31.41,3.56,3.92,0.84,2.17,0.35,9.73,6.28,9.61,161.64,6.39,181.27
11.06,3.44,8.84,11.84,7.41,6.43,1.35,2.53,1.86,11.05,4.95,68.85
49.14,1.4,3.81,4.38,8.22,2.83,1.16,8.41,0.53,73.96,6.38,136.09
8.04,0.57,6.7,16.44,2.69,6.25,4.25,2.25,9.13,114.57,7.49,146.65
9.21,3,5.36,19.48,7.38,9.45,6.97,3.63,7.16,34.81,0.08,115.66
20.35,2.03,6.7,1.53,8.81,5.16,3.18,4.24,8.91,122.63,1.29,154.89
38.35,4.26,7.39,1.82,9.93,1,8.07,5.18,5.37,1.54,5.44,93
17.34,4.21,1.48,16.36,3.1,9.77,8.26,9.65,9.74,78.58,2.21,138.44
41.58,4.54,6.58,18.65,1.34,0.64,1.76,5.68,7.59,14.59,5.19,120.72
31.83,0.55,7.69,19.19,8.04,4.21,8.33,7.93,1.77,77.89,9.82,141.87
15.11,4.89,6.48,13.55,9.55,2.18,1.62,1.33,9.41,188.98,9.18,194.52
43.98,4.55,9.21,1.32,5.7,9.36,9.13,2.73,9.51,176.96,2.71,229.22
6.21,3.97,9.19,8.11,6.94,6.44,2.74,2.73,7.14,187,6.85,181.75
19.72,4.47,2.22,13.55,8.96,4.36,9.18,2.04,5.76,3.84,2.09,106.74
44.65,4.2,1.6,3.54,0.51,1.02,7.76,1.19,5.51,98.84,4.09,140.37
34.79,3.73,5.19,8.65,7.49,3.47,2.6,4.08,3.89,183.89,1.69,189.71
25.4,2.26,2.09,11.71,9.06,2.39,9.98,0.25,9.57,78.01,4.88,121.27
1.16,2.26,6.78,10.39,8.56,6.89,6.04,3.7,6.39,62.07,7.91,108.07
27.89,3.02,6.11,2.17,0.13,4.19,0.5,4.79,7.7,43.41,9.88,99.96
16.38,2.19,3.22,19.19,2.9,2.16,0.53,9.53,1.99,33.41,0.2,73.01
12.52,1.34,6.07,13.23,5.59,9.04,3.86,3.52,7.14,125.91,9.49,160.01
20.7,0.97,3.89,10,4.94,3.16,1.97,3.48,9.67,50.52,2.26,88.94
45.31,3.94,7.61,15.33,5.99,6.45,7.27,0.19,4.38,184.07,0.81,212.5
11.2,2.61,3.45,5.85,7.4,2.46,8.58,3.92,2.69,187.15,2.87,187.36
38.56,1.49,6.79,6.27,2.59,8.58,7.75,8.04,4.95,124.96,5.86,174.52
4.24,4.09,9.9,7.62,0.28,7.02,0.09,2.55,5.91,146.13,9.51,134.13
23.73,0.16,6.06,14.7,4.79,9.62,1.6,8.07,0.1,113.26,8.05,121.95
46.93,4.14,5,1.25,7.04,6.23,7.27,9.03,8.07,107.74,9.79,167.77
17.43,0.63,2.43,15.09,9.29,7.47,4.54,3.27,2.86,33.31,8.78,92.62
49.31,2.38,6.18,4.31,6.13,4.14,0.65,3.63,6.63,35.91,0.25,107.84
38.55,2.53,2.14,9.85,0.02,5.46,4.63,3.56,6.7,173.84,7.89,207.56
41.47,3.12,1.41,17.76,4.8,8.39,1.28,4.15,7.99,161.13,0.75,202.33
28.84,3.31,7.39,4.18,8.07,6.11,8.64,1.99,7.25,85.08,8.93,135.85
38.62,4.62,7.93,2.86,8.51,0.08,4.91,7.2,9.04,175.34,2.03,195.64
19.14,2.07,3.48,4.98,2.94,2.83,5.25,2.56,1.17,14.37,0.52,62.02
47.27,3.1,5.96,11.04,1.19,5.89,3.83,4.23,2.58,32.82,2.98,97.88
25.92,4.89,2.74,6.93,9.07,9.74,0.82,1.62,4.91,115.1,3.31,140.73
20.28,2.32,5.37,11.58,9.77,0.59,7.69,7.36,3.76,144.14,2.26,168.73
2.08,1.23,9.09,16,5.12,2.52,4.54,6.77,1.48,134.59,2.83,143.69
17.46,3.52,0.24,2.37,2.94,3.04,3.25,3.75,4.84,176.36,6.98,169.55
36.33,4.53,6.58,4.11,8.08,9.75,4.37,5.62,6.46,138.77,7.4,167.21
14.28,0.49,1.11,18.85,6.72,2.55,2.79,0.91,9.71,143.69,9.17,163.92
42.03,1.21,7.28,5.42,6.34,5.68,6.52,9.66,1.78,55.13,6.6,137.07
45.08,2.64,2.44,4.7,5.06,0.32,3.25,4.31,9.46,76.91,4.85,130.6
18.15,3.62,9.6,17.88,9.78,7.48,3.13,3.34,5.82,150.16,8.54,202.5
6.81,3.37,8,12.53,5.19,9.22,9.98,0.57,0.79,78.86,7.85,114.05
1.67,4.47,0.91,2.51,4.65,1.68,8.6,9.53,7.83,95.56,4.46,130
39.74,3.29,3.75,11.86,6.68,1.68,0.85,8.87,3.41,79.51,4.66,130.43
34.29,3.54,4.18,4.51,7.31,7.23,5.28,7.98,7.25,183.59,3.63,217.62
23.22,3.49,8.14,17.22,8.01,0.61,0.77,4.75,5.75,94.49,5.8,138.35
49.57,0.46,7.51,12.91,4.74,5.56,3.46,0.06,1.82,109.03,3.29,153.1
29.45,1.54,2.3,0.14,0.83,8.05,7.57,6.6,9.34,183.23,7.81,208.15
11.93,1.57,4.42,0.59,8.2,4.66,7.93,9.23,2.71,57.93,2.07,109.82
15.75,1.22,2.51,4.23,2.68,6.55,4.43,8.42,3.21,127.43,9.63,153.07
28.92,1.86,4.97,6.86,3.98,4.42,3.72,9.15,4.42,192.21,1.64,200.27
7.35,3.34,4.05,14.6,1.35,7.84,6.96,7.53,7.82,165.28,0.43,164.82
30.04,1.17,5.04,3.14,1.23,6.29,4.76,1.84,6.72,99.86,2.54,134.87
11.41,3.3,7.24,7.73,2.7,0.76,1.17,9.66,6.77,75.39,7.25,100.25
26.26,2.27,4.37,17.1,2.56,2.94,3.91,0.25,1.55,112.93,5.01,143.79
4.97,0.72,0.94,18.33,4.4,1.55,5.3,2.25,1.8,199.9,7.12,197.82
40.48,3.47,8.2,12.64,7.13,4.85,1.72,1.36,0.04,24.26,6.82,89.51
22.25,1.7,3.88,5.72,8.47,8.31,8.04,5.7,1.1,120.15,0.49,128.15
42.64,1.17,4.14,4.17,4.19,0.65,0.14,4.71,7.71,193.5,4.76,196.5
38.79,3.5,2.13,10.81,7.44,1.9,6.33,7.65,8.74,118.6,4.72,180.42
13.24,4.29,8.43,17.76,9.7,5.26,1.15,0.22,0.99,74.35,2.04,103.6
8.92,4.29,2.97,4.77,0.34,2.26,5.85,4.51,2.12,37.65,7.67,85.35
9.37,0.14,2.45,12.87,6.67,1.05,6.82,2.9,9.56,32.73,9.69,91.4
14.13,4.58,9.21,5.28,3.87,9.46,1.82,3.82,5.61,76.64,7.01,110.32
46.7,2.14,0.76,12.66,1.28,2.34,7.52,3.17,2.4,98.96,7.07,156.63
48.99,0.44,1.08,3.19,8.89,1.88,6.71,6.71,6.69,127.91,6.59,180.77
18.92,1.56,4.67,15.89,1.25,8.64,0.18,3.11,9.81,107.87,9.61,144.82
16.63,2.76,9.35,3.78,7.92,1.59,7.87,1.57,1.27,78.65,3.46,117.43
36.06,2,0.34,8.28,8.67,6.66,8.76,2.17,1.05,50.76,5.98,129.57
8.32,1.98,3.02,6.76,8.93,9.83,9.32,2.31,1.59,18.89,9.56,88.02
29.84,0.01,6.98,13.34,0.76,9.71,2.73,1.67,2.12,61.84,6.99,114.86
27.84,0.79,7.2,14.48,8.62,3.31,8.52,4.52,2.43,118.95,3.31,146.51
14.54,0.68,7.37,11.05,1.37,0.83,6.63,1.62,1.81,193.77,0.46,170.43
17.38,1.95,3.26,16.14,6.19,3.17,7.54,3.07,6.54,165.05,3.19,175.82
0.07,1.06,2.86,8.34,0.94,4.95,4.43,5.67,7.09,0.92,7.91,53.56
14.63,2.74,2.43,8.69,8.12,5.8,7.86,3.86,4.08,72.01,9.31,121.06
20.99,0.67,9.74,19.49,4.04,1.9,4.47,2.19,9.81,88.44,7.59,134.13
48.94,2.02,5.24,0.73,5.31,6.95,8.74,2.71,8.74,163.39,5.76,197.72
1.97,2.81,1.77,2.2,2.55,0.13,9.2,8.14,0.51,132.37,2.69,119.71
23.87,0.35,3.08,4.26,1.61,0.06,9.69,1.99,8.07,4.34,0.72,49.03
28,1.71,1.43,1.15,7.42,1.07,0.44,0.73,1.9,180.9,6.23,162.83
40.18,1.68,7.81,2.8,6.29,4.36,3.36,3.85,7.35,6.63,0.57,85.14
46.25,1.35,4.62,10.69,2.19,0.94,6.99,8.99,4.66,172,9.03,213.1
41.16,1.82,9.27,6.75,8.44,8.27,8.51,8.78,6.17,3.17,5.23,87.37
5.11,4.49,1.04,0.94,5.65,2.44,9.09,8.31,4.55,18.84,3.44,68.36
0.18,1.05,7.33,6.04,5.41,4.63,9.79,5.44,2.6,65.87,2.62,76.16
12.06,2.43,1.83,18.13,4.11,6.45,7.37,7.53,9.41,139.65,3.32,173.49
5.23,0.4,7.28,9.6,9.3,4.82,2.03,2.24,4.05,107.09,9.46,130.55
8.33,4.92,5.11,2.21,7.25,8.48,6.44,8.91,0.56,15.3,0.51,47.52
36.52,3.4,5.56,8.38,7.32,3.82,9.06,7.85,6.69,199.83,1.33,213.77
1.27,0.6,5.39,3.37,6.2,7.36,1.11,9.6,0.68,65.48,6.48,68.38
25.92,1.66,3.06,6.72,6.75,2.16,1.31,3.85,3.43,51.42,3.97,89.94
39.78,4.19,7.15,15.32,0.23,1.76,3.27,9.45,0.77,109.9,1.97,163.57
2.49,2.47,6.53,18.14,7.84,9.56,3.44,4.76,5.08,182.73,4.42,191.1
7.18,3.91,0.15,1.73,3.01,9.16,2.4,0.1,6.8,198.05,5.11,159.28
15.61,4.28,6.11,6.52,9.83,5.42,9.62,9.82,0.63,4.8,9.56,92.11
